"slug","title","company","location","work_mode","employment_type","database_category","suggested_category","suggested_score","secondary_categories","matched_terms","summary","apply_url"
"duet-direct-support-professional-community-duet-831c833688","Duet Direct Support Professional - Community","Duet","Grand Island, NE","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at Duet, linking to the employer's official careers page.","https://enhsa.wd115.myworkdayjobs.com/en-US/Duet1/job/Duet--Direct-Support-Professional-Community_R-4615"
"vocational-direct-support-professional-dsp-monarch-71cd64cd63","Vocational Direct Support Professional / DSP","Monarch","Lincolnton, NC","on_site","part_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","34","","text:cna | text:gna | text:hha | title:direct support professional | title:dsp | title:direct support","Curated direct support professional role at Monarch, linking to the employer's official careers page.","https://monarch.wd5.myworkdayjobs.com/en-US/Monarch/job/Developmental-Specialist-Vocational_R12011"
"manager-process-improvement-operational-excellence-remote-molina-healthcare","Manager, Process Improvement & Operational Excellence - Remote","Molina Healthcare","Remote","remote","full_time","Process Improvement / Operational Excellence","Operations","6","Business Analyst","text:program operations | summary:operations","Lead process improvement initiatives that increase operational efficiency and customer satisfaction across healthcare operations.","https://careers.molinahealthcare.com/job/united-states/manager-process-improvement-and-operational-excellence-remote/21726/94487290592"
"direct-support-professional-dsp-community-services-group-313b786c51","Direct Support Professional (DSP)","Community Services Group","United States","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","34","","text:cna | text:gna | text:hha | title:direct support professional | title:dsp | title:direct support","Curated direct support professional role at Community Services Group, linking to the employer's official careers page.","https://csgonline.wd5.myworkdayjobs.com/en-US/CSG/job/Direct-Support-Professional_-10/apply?utm_source=ziprecruiter"
"cna-certified-nursing-assistant-bridgewater-healthcare-center-communicare-health-s-85fbe6a37f","CNA Certified Nursing Assistant - Bridgewater Healthcare Center","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/Bridgewater-Healthcare-Center/CNA-Certified-Nursing-Assistant_R-0000001615?locations=942ce91367f801ca0c7957216b098826"
"lead-ai-ml-engineer-nlp-remote-unitedhealth-group-optum-6899c63ff3","Lead AI/ML Engineer (NLP) - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","Data Science & Analytics","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2287157"
"senior-technical-product-manager-unitedhealth-group-optum-9bdf56459a","Senior Technical Product Manager","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_product_manager","Claims & Payer Operations","7","Technology & Engineering","description:payer operations | text:claims | description:payer","Curated healthcare product manager role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2352454"
"director-ai-architecture-remote-unitedhealth-group-optum-426bf69b77","Director AI Architecture - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2343649"
"principal-data-scientist-remote-unitedhealth-group-optum-a668cd0cb6","Principal Data Scientist - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_data_analyst","Data Science & Analytics","19","","title:data scientist | summary:data analyst | text:analytics | text:sql | text:reporting","Curated healthcare data analyst role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2362793"
"cna-certified-nursing-assistant-prn-communicare-health-services-79e21c847f","CNA Certified Nursing Assistant PRN","CommuniCare Health Services","United States","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-us/chsexternalcareersite/job/cna-certified-nursing-assistant-prn_r-0000096833-2/apply"
"manager-medical-economics-remote-molina-healthcare","Manager, Medical Economics - Remote","Molina Healthcare","Remote","remote","full_time","Medical Economics / Healthcare Analytics","Healthcare Analytics","21","","description:healthcare analytics | title:medical economics | db_category:Medical Economics / Healthcare Analytics","Lead medical economics analysis, healthcare cost review, and performance insight work for Medicaid, Medicare, or managed care programs.","https://careers.molinahealthcare.com/job/united-states/manager-medical-economics-remote/21726/94461191360"
"hospice-aide-pg-county-senior-living-gbmc-healthcare-gilchrist-3379e0831f","Hospice Aide - PG County - Senior Living","GBMC HealthCare / Gilchrist","Prince George's County, MD","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","19","","text:cna | text:gna | summary:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at GBMC HealthCare / Gilchrist, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Hospice-Aide_JR106259"
"hospice-aide-gilchrist-inova-gbmc-healthcare-gilchrist-81f6044182","Hospice Aide - Gilchrist Inova","GBMC HealthCare / Gilchrist","Fairfax, VA","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","19","","text:cna | text:gna | summary:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at GBMC HealthCare / Gilchrist, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GilchristInova/job/Inova-Fairfax/Hospice-Aide---Gilchrist-Inova_JR106271-1"
"pediatric-emergency-room-inpatient-technician-i-pt-days-gbmc-healthcare-c72de1ac0c","Pediatric Emergency Room/Inpatient Technician I PT Days","GBMC HealthCare","Baltimore, MD","on_site","part_time","patient_care_tech","Care Workforce (CNA, GNA, Caregiver)","19","","text:cna | text:gna | text:hha | text:dsp | summary:patient care tech | text:direct support","Curated patient care tech role at GBMC HealthCare, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Pediatric-Emergency-Room-Inpatient-Technician-I-PT-Days--24-hrs-wk-_JR106393"
"direct-support-professional-registered-behavior-technician-yai-a1e03474ec","Direct Support Professional - Registered Behavior Technician","YAI","United States","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at YAI, linking to the employer's official careers page.","https://yai.wd5.myworkdayjobs.com/en-US/Careers/job/Direct-Support-Professional---Registered-Behavior-Technician--DSP-RBT-_R023515"
"manager-medicaid-growth-and-retention-remote-molina-healthcare","Manager, Medicaid Growth and Retention - Remote","Molina Healthcare","Remote","remote","full_time","Medicaid Growth / Operations","Operations","18","","text:program operations | description:operations | text:coordination | db_category:Medicaid Growth / Operations","Manage Medicaid growth and retention execution, operational cadence, process improvement, and cross-health-plan initiatives.","https://careers.molinahealthcare.com/job/united-states/manager-medicaid-growth-and-retention-remote/21726/93950684288"
"meaningful-day-lead-direct-support-professional-kencrest-4e1369afdf","Meaningful Day Lead Direct Support Professional","KenCrest","United States","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at KenCrest, linking to the employer's official careers page.","https://kencrest.wd12.myworkdayjobs.com/en-US/KenCrest/job/Meaningful-Day-Lead-Direct-Support-Professional_JR101753"
"rehab-tech-acute-care-supplemental-gbmc-healthcare-12c4025993","Rehab Tech Acute Care Supplemental","GBMC HealthCare","Baltimore, MD","on_site","part_time","patient_care_tech","Care Workforce (CNA, GNA, Caregiver)","19","","text:cna | text:gna | text:hha | text:dsp | summary:patient care tech | text:direct support","Curated patient care tech role at GBMC HealthCare, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Rehab-tech-acute-care_JR106310"
"certified-nursing-assistant-full-time-harmony-senior-services-36ad90ea7f","Certified Nursing Assistant Full-Time","Harmony Senior Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Harmony Senior Services, linking to the employer's official careers page.","https://harmonyseniorservices.wd108.myworkdayjobs.com/en-US/Harmony_Careers/job/Certified-Nursing-Assistant---Full-Time_JR-002468/apply/applyManually"
"certified-nursing-assistant-cna-part-time-harmony-senior-services-4bb18b8aa3","Certified Nursing Assistant (CNA) Part Time","Harmony Senior Services","United States","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Harmony Senior Services, linking to the employer's official careers page.","https://harmonyseniorservices.wd108.myworkdayjobs.com/en-US/Harmony_Careers/job/Certified-Nursing-Assistant--CNA----Part-Time_JR-001773/apply"
"certified-nursing-assistant-cna-prn-3p-11p-harmony-senior-services-fb60283b91","Certified Nursing Assistant (CNA) PRN 3p-11p","Harmony Senior Services","Bowie, MD","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Harmony Senior Services, linking to the employer's official careers page.","https://harmonyseniorservices.wd108.myworkdayjobs.com/Harmony_Careers/job/Certified-Nursing-Assistant--CNA----PRN---3p-11p_JR-000194"
"senior-consultant-payment-model-technical-assistance-unitedhealth-group-optum","Senior Consultant, Payment Model Technical Assistance","UnitedHealth Group / Optum","Washington, DC / Remote","remote","full_time","Payment Models / Consulting","Government & Public Sector","7","","summary:cms | text:federal","Support technical assistance and consulting around healthcare payment models, including CMS innovation and alternative payment model work.","https://careers.unitedhealthgroup.com/job/washington-d-c/senior-consultant-payment-model-technical-assistance/34088/95009059456"
"resident-assistant-part-time-10p-6a-harmony-senior-services-a4dde69781","Resident Assistant Part-Time 10p-6a","Harmony Senior Services","Moon Township, PA","on_site","part_time","caregiver","Care Workforce (CNA, GNA, Caregiver)","41","","text:cna | text:gna | summary:caregiver | text:hha | text:dsp | title:resident assistant | text:direct support | db_category:caregiver","Curated caregiver role at Harmony Senior Services, linking to the employer's official careers page.","https://harmonyseniorservices.wd108.myworkdayjobs.com/en-US/Harmony_Careers/job/Resident-Assistant---Part-Time---10p---6a_JR-002005"
"cna-certified-nursing-assistant-up-to-24-communicare-health-services-34a1d710b0","CNA Certified Nursing Assistant, Up to $24","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/Chamberlin-Healthcare-Center/CNA-Certified-Nursing-Assistant--Up-to--26_R-0000090726-2/apply"
"cna-ft-communicare-health-services-e57c15712c","CNA FT","CommuniCare Health Services","Petersburg, VA","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","32","","title:cna | text:gna | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/Certified-Nursing-Assistant--CNA-_R-0000000857"
"certified-nursing-assistant-cna-cabell-healthcare-center-communicare-health-servic-491812437d","Certified Nursing Assistant CNA - Cabell Healthcare Center","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/Cabell-Healthcare-Center/Certified-Nursing-Assistant-CNA-_R-0000051587-2/apply?utm_source=bandana"
"cna-certified-nursing-assistant-communicare-health-services-c04ebf0b41","CNA Certified Nursing Assistant","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/CNA-Certified-Nursing-Assistant_R-0000041650-2"
"certified-nursing-assistant-cna-part-time-communicare-health-services-b43cfeb1c6","Certified Nursing Assistant CNA Part Time","CommuniCare Health Services","United States","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/chsexternalcareersite/job/Certified-Nursing-Assistant-CNA-Part-Time_R-0000035147-2/apply"
"cna-certified-nursing-assistant-new-rates-up-to-22-hr-communicare-health-services-a672d1fc70","CNA Certified Nursing Assistant, New Rates Up to $22/hr","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/CNA-Certified-Nursing-Assistant---New-Rates-Up-to--22-hr_R-0000090727-2/apply"
"direct-support-professional-servicesource-3c816ec83d","Direct Support Professional","ServiceSource","Alexandria, VA","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at ServiceSource, linking to the employer's official careers page.","https://servicesourceinc.wd1.myworkdayjobs.com/en-US/ServiceSource_Staff/job/Direct-Support-Professional_2025-8373"
"ltss-service-coordinator-elevance-health-mp1lo68j","LTSS Service Coordinator","Elevance Health","Williamson County / Brentwood, TN","on_site","full_time","LTSS / Medicaid Care Coordination","Care Management & Coordination","18","","title:service coordinator | summary:care coordination | title:ltss","Coordinate LTSS, IDD waiver, behavioral health, and physical health support for Medicaid members through assessments, person-centered planning, care coordination, and service navigation.","https://elevancehealth.wd1.myworkdayjobs.com/ANT/job/Tennessee---Brentwood/LTSS-Service-Coordinator_JR186576/apply"
"provider-engagement-representative-remote-unitedhealth-group-optum-mp1lipmz","Provider Engagement Representative-Remote","UnitedHealth Group / Optum","Hartford, CT / Remote with CT-RI market travel","remote","full_time","Provider Relations / Medicaid Operations","Operations","15","Provider Data & Credentialing","summary:operations | db_category:Provider Relations / Medicaid Operations","Support provider engagement, facility relationships, education, issue resolution, and Medicare/Medicaid-related provider operations for UnitedHealth Group / Optum.","https://uhg.taleo.net/careersection/10000/jobapply.ftl?job=2354811"
"reporting-manager-medicaid-analytics-sme-remote-unitedhealth-group-optum-mp1m726","Reporting Manager - Medicaid Analytics SME- Remote","UnitedHealth Group / Optum","Schaumburg, IL / Remote","remote","full_time","Medicaid Analytics / Reporting","Data Science & Analytics","10","Government & Public Sector | Compliance, Risk & Regulatory | Medicaid Coverage & Eligibility","title:analytics | title:reporting","Lead Medicaid reporting and analytics work for a large enterprise Medicaid data warehouse and analytics program, with focus on CMS reporting, audit readiness, compliance, and data modernization.","https://uhg.taleo.net/careersection/10000/jobapply.ftl?job=2351463"
"medicaid-sme-business-analyst-unitedhealth-group-optum-mp1lszb8","Medicaid SME Business Analyst","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","Medicaid Business Analysis","Business Analyst","14","","title:business analyst | summary:requirements | text:workflow","Support Medicaid business analysis, requirements gathering, reporting, and operational improvements for a national healthcare organization.","https://uhg.taleo.net/careersection/10000/jobapply.ftl?job=2352977"
